Number	System	Body	Piston	Nrv in probe	Handle	x	x2	x3	Fittings	Sales year	Code number	Description	Pcs	2 First	Body/Gas thread	Piston thread	Body description	Piston description	NRV description	Body drawings	Piston drawings	NRV drawings	Fitting drawings	Complete drawing list
4	D	5	3	3	CC	0	0	0	09	2020	4D533CC00009-U02	MF-D 5/8''BSP-5/8''BSP	45	4D	5/8"	5/8"	"5/8"" PRV
Rustfri (BP102-521)"	5/8"	Ring Kontraventil	707-513, 102-521	733-101	733-304, 102-699	404-320, 404-321	707-513, 102-521, 733-101, 733-304, 102-699, 404-320, 404-321
3	D	3	3	0	CA	0	0	0	03	2020	3D330CA00003	MF-D 3/4″BSP-5/8″BSP	41	3D	3/4"	5/8"	3/4" (BP  102-521)	"5/8"" ø10
90° uden reces"		401-471, 707-473, 102-521	733-111		239-032	401-471, 707-473, 102-521, 733-111, 239-032
5	M	2	2	3	CC	0	0	0	00	2021	5M223CC00000	MF-M 1/2″BSP-1/2″BSP	41	5M	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-559	731-108	102-699		703-559, 731-108, 102-699
8	U	7	7	5	CA	0	0	0	01	2020	8U775CA00001	MF-U 1/2″BSP-1/2″BSP	41	8U	1/2"	1/2"	1/2" ø8.1	1/2" Opdrejning 1.2	Torpedo	709-417	709-167	102-699	102-530	709-417, 709-167, 102-699, 102-530
3	D	1	4	3	CA	0	0	0	00	2021	3D143CA00000	MF-D 5/8″BSP-5/8″BSP	40	3D	5/8"	5/8"	5/8" (BP  102-521)	5/8"	"Ring
Kontraventil"	707-420, 707-473, 102-521	733-101	733-304, 102-699		707-420, 707-473, 102-521, 733-101, 733-304, 102-699
4	A	4	X	0	CA	0	0	0	49	2019	4A4X0CA00049	MF-AB 3/8″BSP-5/8″BSP	40	4A	3/8"	5/8"	3/8"	5/8"BSP Ø8.5		703-417	706-170		239-086, 102-530, 112-395	703-417, 706-170, 239-086, 102-530, 112-395
4	D	1	4	0	CA	0	0	0	05	2022	4D140CA00005	MF-D 3/8″BSP-5/8″BSP	40	4D	3/8"	5/8"	3/8"	"5/8""
ø10mm"		707-351	733-314		401-939, 239-086	707-351, 733-314, 401-939, 239-086
4	S	2	7	0	CA	0	0	0	01	2019	4S270CA00001	MF-S 3/8″BSP-5/8″BSP	40	4S	3/8"	5/8"	3/8"	5/8" ø8,5 ø14x6		707-351	707-175		401-563, 401-695, 401-686, 239-022	707-351, 707-175, 401-563, 401-695, 401-686, 239-022
5	G	3	3	0	CC	0	0	0	01	2019	5G330CC00001	MF-GB 1/2″BSP-1/2″BSP	40	5G	1/2"	1/2"	"1/2""
Serie"	"1/2""
Serie"		703-560	703-313			703-560, 703-313
5	S	E	1	2	CC	0	0	0	24	2022	5SE12CC00024	MF-S 1/2″BSP-1/2″BSP, 3 lugs	40	5S	1/2"	1/2"	1/2" BSP	1/2" Massiv	Stop Kugle	707-775	707-119	102-524, 102-527	401-781, 405-001	707-775, 707-119, 102-524, 102-527, 401-781, 405-001
6	W	5	1	3	CA	0	0	0	00	2021	6W513CA00000	MF-W 3/4″BSP-5/8″BSP	40	6W	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
4	D	1	4	0	CA	0	0	0	05	2021	4D140CA00005	MF-D 3/8″BSP-5/8″BSP	35	4D	3/8"	5/8"	3/8"	"5/8""
ø10mm"		707-351	733-314		401-939, 239-086	707-351, 733-314, 401-939, 239-086
4	G	4	1	3	CA	0	0	0	32	2021	4G413CA00032	MF-GB 1/2″BSP-1/2″BSP	35	4G	1/2"	1/2"	"1/2""
Till Sverige"	1/2"	Kontraventil	703-301	703-101	102-699	239-086, 112-395	703-301, 703-101, 102-699, 239-086, 112-395
5	S	0	3	0	CC	0	0	0	37	2022	5S030CC00037	MF-S 5/8″BSP-5/8″BSP Serial coupler	35	5S	5/8"	5/8"	5/8"  Seriekobl.	5/8" Massiv		707-390	707-239		762-120	707-390, 707-239, 762-120
8	U	C	1	0	CA	0	0	0	17	2020	8UC10CA00017	MF-UEC 5/8BSP-5/8BSP	35	8U	5/8"	M17	5/8" Ø14,5 Afdr.anlægsflade	M17x1 Ø10		709-453	709-171		709-435, 239-003	709-453, 709-171, 709-435, 239-003
8	U	C	5	0	CA	0	0	0	00	2020	8UC50CA00000	MF-U 5/8″BSP-5/8″BSP	35	8U	5/8"	M17	5/8" Ø14,5 Afdr.anlægsflade	M17x1.5		709-453	709-164			709-453, 709-164
3	D	1	4	3	CA	0	0	0	00	2019	3D143CA00000	MF-D 5/8″BSP-5/8″BSP	34	3D	5/8"	5/8"	5/8" (BP  102-521)	5/8"	"Ring
Kontraventil"	707-420, 707-473, 102-521	733-101	733-304, 102-699		707-420, 707-473, 102-521, 733-101, 733-304, 102-699
2	A	A	2	0	10	5	6	0	00	2019	2AA20105600	MF-AB 5/8″BSP-5/8″BSP, Serial coupler	33	2A	5/8"	5/8"	5/8" Seriekobl.	5/8" Serial.		703-455	703-230			703-455, 703-230
K	K	1	1	1	CA	1	5	0	04	2020	KK111CA1504	MF-KK 1/2″BSP KeyKeg	33	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
4	S	B	3	6	CA	0	0	0	00	2019	4SB36CA00000-U02	MF-S 5/8″BSP-5/8″BSP	32	4S	5/8"	5/8"	5/8" for PRV	5/8" Massiv	Ring Kontraventil	733-316	707-239	733-304, 102-699		733-316, 707-239, 733-304, 102-699
4	L	6	9	6	CA	0	0	0	08	2022	4L696CA00008	MF-LS 1/2″BSP-1/2″BSP	31	4L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
5	S	0	3	3	CC	0	0	0	00	2019	5S033CC00000	MF-S 5/8″BSP-5/8″BSP	31	5S	5/8"	5/8"	5/8"  Seriekobl.	5/8" Massiv	Kontraventil	707-390	707-239	102-699		707-390, 707-239, 102-699
3	S	1	6	0	CA	0	0	0	00	2019	3S160CA00000	MF-S 5/8″BSP-5/8″BSP	30	3S	5/8"	5/8"	5/8"	5/8"-90°		707-420, 707-473	707-204			707-420, 707-473, 707-204
4	A	E	4	3	CA	0	0	0	51	2020	4AE43CA00051	MF-A 5/8″BSP with PRV	30	4A	5/8"	5/8"	5/8" med PRV	5/8" Standard	Kontraventil	703-581	703-173	102-699	PI451214FS, PI451214FS	703-581, 703-173, 102-699, PI451214FS, PI451214FS
4	D	6	4	0	CC	0	0	0	00	2021	4D640CC00000	MF-D 5/8''BSP-5/8''BSP	30	4D	5/8"	5/8"	"5/8""
Rustfri (BP 102-521)"	"5/8""
ø10mm"		707-390, 102-521	733-314			707-390, 102-521, 733-314
4	D	6	4	0	CC	0	0	0	00	2020	4D640CC00000	MF-D 5/8''BSP-5/8''BSP	30	4D	5/8"	5/8"	"5/8""
Rustfri (BP 102-521)"	"5/8""
ø10mm"		707-390, 102-521	733-314			707-390, 102-521, 733-314
4	D	B	3	5	CA	0	0	0	23	2022	4DB35CA00023	MF-D 5/8″BSP-5/8″BSP	30	4D	5/8"	5/8"	5/8"   Messing	5/8"	Kontraventil	733-305, 102-521	733-101	102-699	112-395, PI451215FS	733-305, 102-521, 733-101, 102-699, 112-395, PI451215FS
4	L	6	9	6	CA	0	0	0	06	2022	4L696CA00006	MF-LS 1/2″BSP-1/2″BSP	30	4L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
4	M	5	7	2	CA	0	0	0	00	2019	4M572CA00000	MF-M 1/2″BSP-5/8″BSP	30	4M	1/2"	5/8"	1/2"	5/8" ø8.5  Holland	Stop Kugle	703-415	731-104, 3-5-8-9	102-524, 102-527		703-415, 731-104, 3-5-8-9, 102-524, 102-527
4	S	2	7	0	CA	0	0	0	54	2020	4S270CA00054	MF-S 3/8″BSP-5/8″BSP	30	4S	3/8"	5/8"	3/8"	5/8" ø8,5 ø14x6		707-351	707-175		239-086, 401-939	707-351, 707-175, 239-086, 401-939
4	S	7	1	3	CA	0	0	0	00	2022	4S713CA00000	MF-S 1/2″BSP -1/2″ BSP	30	4S	1/2"	1/2"	1/2" ø8 CO2	1/2" Massiv	Kontraventil	707-379	707-119	102-699		707-379, 707-119, 102-699
5	S	0	3	2	CC	0	0	0	00	2021	5S032CC00000	MF-S 5/8″BSP-5/8″BSP	30	5S	5/8"	5/8"	5/8"  Seriekobl.	5/8" Massiv	Stop Kugle	707-390	707-239	102-524, 102-527		707-390, 707-239, 102-524, 102-527
5	S	0	3	3	CC	0	0	0	36	2020	5S033CC00036	MF-S 5/8″BSP-5/8″BSP	30	5S	5/8"	5/8"	5/8"  Seriekobl.	5/8" Massiv	Kontraventil	707-390	707-239	102-699	405-010, 405-020	707-390, 707-239, 102-699, 405-010, 405-020
5	S	A	1	3	CC	0	0	0	24	2022	5SA13CC00024	MF-S 1/2″BSP-1/2″BSP - 6 lugs	30	5S	1/2"	1/2"	"1/2"" RG 
MAHOU"	1/2" Massiv	Kontraventil	707-577	707-119	102-699	401-781, 405-001	707-577, 707-119, 102-699, 401-781, 405-001
5	S	E	1	2	CC	0	0	0	24	2019	5SE12CC00024	MF-S 1/2″BSP-1/2″BSP, 3 lugs	30	5S	1/2"	1/2"	1/2" BSP	1/2" Massiv	Stop Kugle	707-775	707-119	102-524, 102-527	401-781, 405-001	707-775, 707-119, 102-524, 102-527, 401-781, 405-001
5	S	E	3	2	CC	0	0	0	30	2021	5SE32CC00030	MF-S 1/2″BSP-5/8″BSP 3 Lug	30	5S	1/2"	5/8"	1/2" BSP	5/8" Massiv	Stop Kugle	707-775	707-239	102-524, 102-527	401-575, 401-510	707-775, 707-239, 102-524, 102-527, 401-575, 401-510
7	A	4	7	0	CA	0	0	0	78	2019	7A470CA00078	MF-AB 3/8 JG-3/8 JG	30	7A	3/8"	5/8"	3/8" O-ring på stempel	5/8" ø8.5 O-ring på stempel		703-573	706-117		239-086, 401-939	703-573, 706-117, 239-086, 401-939
8	L	3	7	6	CB	0	0	0	00	2019	8L376CB00000	MF-LS 1/2''BSP links-5/8''BSP	30	8L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
8	U	7	1	0	CA	0	0	0	00	2020	8U710CA00000	MF-U 5/8″BSP-5/8″BSP	30	8U	1/2"	M17	1/2" ø8.1	M17x1 Ø10		709-417	709-171			709-417, 709-171
8	U	7	7	4	CA	0	0	0	12	2022	8U774CA00012	MF-U 1/2″BSP-1/2″BSP	30	8U	1/2"	1/2"	1/2" ø8.1	1/2" Opdrejning 1.2	Torpedo Tamperring	709-417	709-167	703-121, 733-304	112-380, 401-627	709-417, 709-167, 703-121, 733-304, 112-380, 401-627
9	U	3	3	2	CA	0	0	0	35	2019	9U332CA00035	MF-U 3/8″BSP-1/2″BSP	30	9U	3/8"	1/2"	3/8" udv. Ø21 indv	1/2" m/2 o-ringe	Kugle Stop	709-452	709-173	102-527, 102-524	#N/A	#N/A
K	K	1	2	0	CA	2	0	0	00	2022	KK120CA2000	MF-KK 5/8″BSP - Keykeg	30	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
S	H	2	4	0	CA	0	0	0	30	2019	SH240CA00030	MF-SH 3/8″BSP-5/8″BSP	30	SH	3/8"	5/8"	3/8"	"5/8""
Drelebar ø14x6"		707-551	707-555		PI451215FS, 239-022, 401-696, 401-894	707-551, 707-555, PI451215FS, 239-022, 401-696, 401-894
S	H	2	5	0	CA	0	0	0	17	2022	SH250CA00017	MF-SH 3/8″BSP-3/8″ flare	30	SH	3/8"	3/8"	3/8"	3/8" Flare Ø 8.5		707-551	707-562		401-765	707-551, 707-562, 401-765
S	H	2	B	2	CA	0	0	0	34	2020	SH2B2CA00034	MF-S 1/2''BSP-5/8''BSP	30	SH	3/8"	5/8"	3/8"	"5/8""RG
Heineken"	Stop            Torpedo	707-551	707-607	102-524, 102-699	401-695	707-551, 707-607, 102-524, 102-699, 401-695
8	U	C	7	5	CA	0	0	0	19	2022	8UC75CA00019	MF-U 5/8″BSP-5/8″BSP	29	8U	5/8"	1/2"	5/8" Ø14,5 Afdr.anlægsflade	1/2" Opdrejning 1.2	Torpedo	709-453	709-167	102-699	405-046, 405-001	709-453, 709-167, 102-699, 405-046, 405-001
2	S	0	3	0	20	5	2	0	00	2022	2S030205200	MF-S 5/8″BSP-5/8″BSP	28	2S	5/8"	5/8"	5/8"  Serie	5/8" Massiv		707-390	707-239			707-390, 707-239
7	A	7	I	0	CA	0	0	0	71	2019	7A7I0CA00071	MF-AB 1/4''BSP-3/8''Flare	27	7A	1/4"	3/8"	1/4" BSP o-ring på st.	3/8"Flare90°		703-649	703-224, 706-154		102-434, 401-968, 401-967	703-649, 703-224, 706-154, 102-434, 401-968, 401-967
4	D	3	3	5	CA	0	0	0	17	2022	4D335CA00017	MF-D 5/8″BSP-5/8″BSP	26	4D	5/8"	5/8"	"5/8"" PRV
Messing (BP102-521)"	5/8"	Kontraventil	733-316, 102-521	733-101	102-699	112-395, PI451215FS	733-316, 102-521, 733-101, 102-699, 112-395, PI451215FS
3	S	6	6	0	CA	0	0	0	03	2020	3S660CA00003	MF-S 3/4″BSP-5/8″BSP	25	3S	3/4"	5/8"	"3/4""  (ø14x7)
 Vingem."	5/8"-90°		401-471, 707-473	707-204		239-032	401-471, 707-473, 707-204, 239-032
4	S	2	7	0	CA	0	0	0	54	2021	4S270CA00054	MF-S 3/8″BSP-5/8″BSP	25	4S	3/8"	5/8"	3/8"	5/8" ø8,5 ø14x6		707-351	707-175		239-086, 401-939	707-351, 707-175, 239-086, 401-939
5	A	8	8	5	CC	0	0	0	19	2022	5A885CC00019	MF-AB 5/8″BSP-5/8″BSP	25	5A	5/8"	5/8"	5/8"	5/8" Ø16 Serie	Kontraventil	703-685	703-242	102-699	401-764, 239-032	703-685, 703-242, 102-699, 401-764, 239-032
K	K	1	2	2	CA	2	2	0	00	2020	KK122CA2200	MF-KK 5/8″BSP Keykeg	25	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
7	L	1	1	7	CA	0	0	0	09	2021	7L117CA00009	MF-LS 1/2″BSP-5/8″BSP	24	7L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
4	D	1	4	0	CA	0	0	0	05	2019	4D140CA00005	MF-D 3/8″BSP-5/8″BSP	23	4D	3/8"	5/8"	3/8"	"5/8""
ø10mm"		707-351	733-314		401-939, 239-086	707-351, 733-314, 401-939, 239-086
3	M	8	6	7	CA	0	0	0	00	2022	3M867CA00000	MF-M 5/8″BSP-5/8″BSP 90° probe	21	3M	5/8"	5/8"	5/8"	5/8"-90°	Stop grøn Kugle grøn	707-420, 106-544	703-198, 731-107	102-615, 102-617		707-420, 106-544, 703-198, 731-107, 102-615, 102-617
8	U	C	7	4	CA	0	0	0	13	2022	8UC74CA00013	MF-U 5/8″BSP-5/8″BSP	21	8U	5/8"	1/2"	5/8" Ø14,5 Afdr.anlægsflade	1/2" Opdrejning 1.2	Torpedo Tamperring	709-453	709-167	703-121, 733-304	401-008	709-453, 709-167, 703-121, 733-304, 401-008
3	G	1	1	7	CA	0	0	0	01	2022	3G117CA00001	MF-GB 5/8″-5/8″BSP	20	3G	5/8"	5/8"	5/8"	5/8"	"Kontraventil
Stop"	707-420, 703-447	703-197	102-699, 102-524	100-461	707-420, 703-447, 703-197, 102-699, 102-524, 100-461
3	L	2	D	6	CA	0	0	0	03	2020	3L2D6CA00003	MF-LC 1/2″x16BSF-5/8″BSP	20	3L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3	L	G	D	6	CA	0	0	0	00	2021	3LGD6CA00000	MF-LC3 5/8″BSP-5/8″BSP	20	3L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3	M	7	7	2	CA	0	0	0	00	2019	3M772CA00000	MF-M 1/2″BSP- 5/8″BSP	20	3M	1/2"	5/8"	1/2"	5/8" ø8.5   Holland	Stop Kugle	401-319, 106-544	731-104	102-524, 102-527		401-319, 106-544, 731-104, 102-524, 102-527
3	M	8	7	2	CA	0	0	0	00	2019	3M872CA00000	MF-M 5/8″BSP-5/8″BSP	20	3M	5/8"	5/8"	5/8"	5/8" ø8.5   Holland	Stop Kugle	707-420, 106-544	731-104	102-524, 102-527		707-420, 106-544, 731-104, 102-524, 102-527
4	A	1	4	3	CA	0	0	0	00	2020	4A143CA00000	MF-AB 1/2″BSP-5/8″BSP	20	4A	1/2"	5/8"	1/2"	5/8" Standard	Kontraventil	703-415	703-173	102-699		703-415, 703-173, 102-699
4	D	3	3	5	CA	0	0	0	00	2021	4D335CA00000	MF-D 5/8″BSP-5/8″BSP with PRV	20	4D	5/8"	5/8"	"5/8"" PRV
Messing (BP102-521)"	5/8"	Kontraventil	733-316, 102-521	733-101	102-699		733-316, 102-521, 733-101, 102-699
4	D	4	3	3	CA	0	0	0	17	2021	4D433CA00017	MF-D 5/8″BSP-5/8″BSP	20	4D	5/8"	5/8"	"5/8"" PRV (BP102-521)
Messing"	5/8"	Ring Kontraventil	707-490, 102-521	733-101	733-304, 102-699	112-395, PI451215FS	707-490, 102-521, 733-101, 733-304, 102-699, 112-395, PI451215FS
4	G	C	A	3	CA	0	0	0	01	2019	4GCA3CA00001	MF-GB 5/8″BSP-5/8″BSP	20	4G	5/8"	5/8"	"5/8""
X"	5/8" - ø16	Kontraventil	703-473	703-197, 3-5-C-D	102-699	100-461	703-473, 703-197, 3-5-C-D, 102-699, 100-461
4	L	6	9	6	CA	0	0	0	08	2021	4L696CA00008	MF-LS 1/2″BSP-1/2″BSP	20	4L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
4	M	1	1	3	CA	0	0	0	35	2021	4M113CA00035	MF-M 1/2″BSP-1/2″BSP	20	4M	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-416	731-108	102-699	405-006, 401-781	703-416, 731-108, 102-699, 405-006, 401-781
4	S	1	1	0	CA	0	0	0	45	2020	4S110CA00045	MF-S 1/2″BSP-1/2″BSP	20	4S	1/2"	1/2"	1/2"	1/2" Massiv		707-301	707-119		239-012	707-301, 707-119, 239-012
4	S	2	7	0	CA	0	0	0	69	2020	4S270CA00069	MF-S 3/8″BSP-5/8″BSP	20	4S	3/8"	5/8"	3/8"	5/8" ø8,5 ø14x6		707-351	707-175		401-939, 239-086, 762-120	707-351, 707-175, 401-939, 239-086, 762-120
4	S	2	C	0	CA	0	0	0	68	2022	4S2C0CA00068	MF-S 3/8″BSP-5/8″BSP	20	4S	3/8"	5/8"	3/8"	5/8" ø10 X		707-351	707-344		405-054, 405-013, 239-002	707-351, 707-344, 405-054, 405-013, 239-002
4	S	2	C	0	CA	0	0	0	75	2022	4S2C0CA00075	MF-S 3/8″BSP-5/8″BSP	20	4S	3/8"	5/8"	3/8"	5/8" ø10 X		707-351	707-344		405-017, 405-042	707-351, 707-344, 405-017, 405-042
5	G	3	3	0	CC	0	0	0	01	2021	5G330CC00001	MF-GB 1/2″BSP-1/2″BSP	20	5G	1/2"	1/2"	"1/2""
Serie"	"1/2""
Serie"		703-560	703-313			703-560, 703-313
5	S	0	3	0	CC	0	0	0	32	2021	5S030CC00032	MF-S 5/8″BSP-5/8″BSP	20	5S	5/8"	5/8"	5/8"  Seriekobl.	5/8" Massiv		707-390	707-239		405-006, 707-413, 102-527, 762-120	707-390, 707-239, 405-006, 707-413, 102-527, 762-120
5	S	0	3	0	CC	0	0	0	37	2020	5S030CC00037	MF-S 5/8″BSP-5/8″BSP Serial coupler	20	5S	5/8"	5/8"	5/8"  Seriekobl.	5/8" Massiv		707-390	707-239		762-120	707-390, 707-239, 762-120
5	S	0	3	2	CC	0	0	0	00	2020	5S032CC00000	MF-S 5/8″BSP-5/8″BSP	20	5S	5/8"	5/8"	5/8"  Seriekobl.	5/8" Massiv	Stop Kugle	707-390	707-239	102-524, 102-527		707-390, 707-239, 102-524, 102-527
7	A	1	1	2	CA	0	0	0	00	2021	7A112CA00000	MF-AB7 1/2″BSP-1/2″BSP	20	7A	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-485	703-260	102-524, 102-527		703-485, 703-260, 102-524, 102-527
D	8	4	3	C	C0	0	0	0	09	2021	D843CC00009	MF-D 1/2″BSP-1/2″BSP	20	D8	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
K	K	1	1	2	CA	0	9	0	07	2022	KK112CA0907	MF-KK 1/2″BSP KeyKeg	20	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
9	U	5	3	3	CA	0	0	0	26	2021	9U533CA00026	MF-U 1/2″BSP-1/2″BSP	16	9U	1/2"	1/2"	1/2" udv. Høj CO² Indg.	1/2" m/2 o-ringe	Torpedo	709-433	709-173	102-699	401-018, 401-026	709-433, 709-173, 102-699, 401-018, 401-026
4	A	4	4	0	CA	0	0	0	00	2019	4A440CA00000	MF-AB 3/8″BSP-5/8″BSP	15	4A	3/8"	5/8"	3/8"	5/8" Standard		703-417	703-173			703-417, 703-173
4	A	4	J	0	CA	0	0	0	70	2022	4A4J0CA00070	MF-AB 3/8″BSP-5/8″BSP	15	4A	3/8"	5/8"	3/8"	5/8"-90°		703-417	703-198, 703-222		401-939, 703-198, 239-086	703-417, 703-198, 703-222, 401-939, 703-198, 239-086
4	A	E	4	2	CA	0	0	0	53	2022	4AE42CA00053	MF-AB 5/8″BSP-5/8″BSP	15	4A	5/8"	5/8"	5/8" med PRV	5/8" Standard	Stop Kugle	703-581	703-173	102-524, 102-527	405-010, 405-017	703-581, 703-173, 102-524, 102-527, 405-010, 405-017
8	U	B	3	7	CA	0	0	0	00	2021	8UB37CA00000	MF-UEC 1/2″BSP-1/2″BSP	15	8U	1/2"	1/2"	1/2" Ø8.1 Afdr.anlægsflade	1/2" Opdrejning 2.7		709-432	709-161	112-897		709-432, 709-161, 112-897
8	U	C	5	0	CA	0	0	0	00	2019	8UC50CA00000	MF-U 5/8″BSP-5/8″BSP	15	8U	5/8"	M17	5/8" Ø14,5 Afdr.anlægsflade	M17x1.5		709-453	709-164			709-453, 709-164
8	U	7	5	0	CA	0	0	0	18	2021	8U750CA00018	MF-U 1/2″BSP-5/″BSP	14	8U	1/2"	M17	1/2" ø8.1	M17x1.5		709-417	709-164		239-086, 102-530, PI451214fs	709-417, 709-164, 239-086, 102-530, PI451214fs
K	K	1	2	2	CA	2	2	0	00	2019	KK122CA2200	MF-KK 5/8″BSP Keykeg	13	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
4	S	1	1	2	CA	0	0	0	70	2020	4S112CA00070	MF-S 1/2″BSP-1/2″BSP	12	4S	1/2"	1/2"	1/2"	1/2" Massiv	Stop Kugle	707-301	707-119	102-524, 102-527	401-627, PI451214FS	707-301, 707-119, 102-524, 102-527, 401-627, PI451214FS
4	S	D	3	3	CA	0	0	0	00	2019	4SD33CA00000	MF-S 5/8″BSP-5/8″BSP	12	4S	5/8"	5/8"	5/8"RG	5/8" Massiv	Kontraventil	733-305	707-239	102-699		733-305, 707-239, 102-699
2	S	0	3	0	20	5	2	0	00	2019	2S030205200	MF-S 5/8″BSP-5/8″BSP	11	2S	5/8"	5/8"	5/8"  Serie	5/8" Massiv		707-390	707-239			707-390, 707-239
5	S	0	3	3	CC	0	0	0	00	2022	5S033CC00000	MF-S 5/8″BSP-5/8″BSP	11	5S	5/8"	5/8"	5/8"  Seriekobl.	5/8" Massiv	Kontraventil	707-390	707-239	102-699		707-390, 707-239, 102-699
4	A	4	X	0	CA	0	0	0	69	2022	4A4X0CA00069	MF-AB 3/8″BSP-5/8″BSP	10	4A	3/8"	5/8"	3/8"	5/8"BSP Ø8.5		703-417	706-170		405-006, 401-781	703-417, 706-170, 405-006, 401-781
4	D	2	6	2	CA	0	0	0	20	2019	4D262CA00020	MF-D 1/2″BSP-1/2″BSP	10	4D	1/2"	1/2"	"1/2""
Messing (BP 102-521)"	1/2"RG	Stop Kugle Ring	707-301, 102-521	733-112	102-524, 102-527	405-063, 401-994	707-301, 102-521, 733-112, 102-524, 102-527, 405-063, 401-994
4	G	1	1	3	CA	0	0	0	32	2020	4G113CA00032	MF-GB 5/8″BSP-1/2″BSP With PRV	10	4G	5/8"	1/2"	"5/8""
USA"	1/2"	Kontraventil	703-509	703-101	102-699	239-086, 112-395	703-509, 703-101, 102-699, 239-086, 112-395
4	M	1	1	3	CA	0	0	0	24	2021	4M113CA00024	MF-M 1/2″BSP-1/2″BSP	10	4M	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-416	731-108	102-699	401-781, 405-001	703-416, 731-108, 102-699, 401-781, 405-001
4	M	7	7	3	CA	0	0	0	31	2020	4M773CA00031	MF-M 5/8″BSP-5/8″BSP	10	4M	5/8"	5/8"	5/8" PRV	5/8" ø8.5  Holland	Kontraventil		731-104, 3-5-8-9	102-699	239-086, 239-086	731-104, 3-5-8-9, 102-699, 239-086, 239-086
5	S	0	3	2	CC	0	0	0	00	2022	5S032CC00000	MF-S 5/8″BSP-5/8″BSP	10	5S	5/8"	5/8"	5/8"  Seriekobl.	5/8" Massiv	Stop Kugle	707-390	707-239	102-524, 102-527		707-390, 707-239, 102-524, 102-527
5	S	0	3	3	CC	0	0	0	00	2020	5S033CC00000	MF-S 5/8″BSP-5/8″BSP	10	5S	5/8"	5/8"	5/8"  Seriekobl.	5/8" Massiv	Kontraventil	707-390	707-239	102-699		707-390, 707-239, 102-699
5	S	1	1	2	CC	0	0	0	00	2021	5S112CC00000	MF-S 1/2″BSP-1/2″BSP	10	5S	1/2"	1/2"	1/2"	1/2" Massiv	Stop Kugle	707-359	707-119	102-524, 102-527		707-359, 707-119, 102-524, 102-527
5	S	9	J	7	CC	0	0	0	00	2019	5S9J7CC00000	MF-S 1/2″BSP-1/2″BSP	10	5S	1/2"	1/2"	"1/2"" RG 
SUNTORY"	1/2"                      AISI 316 	Stop Kontraventil	707-580	707-488	102-524, 102-699		707-580, 707-488, 102-524, 102-699
5	S	E	1	2	CC	0	0	0	24	2021	5SE12CC00024	MF-S 1/2″BSP-1/2″BSP, 3 lugs	10	5S	1/2"	1/2"	1/2" BSP	1/2" Massiv	Stop Kugle	707-775	707-119	102-524, 102-527	401-781, 405-001	707-775, 707-119, 102-524, 102-527, 401-781, 405-001
7	4	6	-	0	06				06	2019	746-006	MF-MIV 5/8″BSP FDA Viton	10	74	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
7	G	1	1	2	CA	0	0	0	30	2020	7G112CA00030	MF-GB 1/2″BSP-1/2″BSP	10	7G	1/2"	1/2"	"1/2""
Spec. Bass"	"1/2""
Spec. Bass"	"Stop
Kugle"	703-495	703-261	102-524, 102-527	PI451214FS, 401-627	703-495, 703-261, 102-524, 102-527, PI451214FS, 401-627
8	U	7	7	4	CA	0	0	0	12	2021	8U774CA00012	MF-U 1/2″BSP-1/2″BSP	10	8U	1/2"	1/2"	1/2" ø8.1	1/2" Opdrejning 1.2	Torpedo Tamperring	709-417	709-167	703-121, 733-304	112-380, 401-627	709-417, 709-167, 703-121, 733-304, 112-380, 401-627
G	1	1	0	1	02	5	0	0	00	2022	G110102500	MF-GB 1/2″BSP-1/2″BSP	10	G1	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
