Number	System	Body	Piston	Nrv in probe	Handle	x	x2	x3	Fittings	Sales year	Code number	Description	Pcs	2 First	Body/Gas thread	Piston thread	Body description	Piston description	NRV description	Body drawings	Piston drawings	NRV drawings	Fitting drawings	Complete drawing list
7	G	1	1	2	CA	0	0	0	00	2022	7G112CA00000	MF-GB 1/2″BSP 1/2″BSP	450	7G	1/2"	1/2"	"1/2""
Spec. Bass"	"1/2""
Spec. Bass"	"Stop
Kugle"	703-495	703-261	102-524, 102-527		703-495, 703-261, 102-524, 102-527
4	M	7	7	2	CA	0	0	0	29	2019	4M772CA00029	MF-M 5/8″BSP-5/8″BSP	440	4M	5/8"	5/8"	5/8" PRV	5/8" ø8.5  Holland	Stop Kugle		731-104, 3-5-8-9	102-524, 102-527	405-004	731-104, 3-5-8-9, 102-524, 102-527, 405-004
3	L	2	A	7	CA	0	0	0	01	2022	3L2A7CA00001	MF-LC3 1/2″X16BSF-1/2″X16BSF	432	3L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
7	A	2	4	0	CA	0	0	0	64	2022	7A240CA00064	MF-AB 1/2''BSP-5/8''BSP	430	7A	3/8"	5/8"	3/8"	5/8"ø8.5		401-557, 703-515	703-145		401-690, 239-039	401-557, 703-515, 703-145, 401-690, 239-039
4	A	4	X	0	CA	0	0	0	42	2021	4A4X0CA00042	MF-AB 3/8″BSP-5/8″BSP	421	4A	3/8"	5/8"	3/8"	5/8"BSP Ø8.5		703-417	706-170		239-086, 401-939	703-417, 706-170, 239-086, 401-939
3	A	9	J	0	CA	0	0	0	00	2021	3A9J0CA00000	MF-AB 3/4″BSP-5/8″BSP	420	3A	3/4"	5/8"	3/4" (Ø14X7)	5/8"-90° +SOV		401-472, 703-407	706-159, 703-222			401-472, 703-407, 706-159, 703-222
3	A	9	J	0	CA	0	0	0	00	2020	3A9J0CA00000	MF-AB 3/4″BSP-5/8″BSP	420	3A	3/4"	5/8"	3/4" (Ø14X7)	5/8"-90° +SOV		401-472, 703-407	706-159, 703-222			401-472, 703-407, 706-159, 703-222
3	M	8	4	0	CA	0	0	0	00	2019	3M840CA00000	MF-M 5/8″BSP-5/8″BSP	420	3M	5/8"	5/8"	5/8"	5/8"RG Ø10 DIN 32677		707-420, 106-544	731-128			707-420, 106-544, 731-128
3	M	9	K	0	CA	0	0	0	00	2022	3M9K0CA00000	MF-M 3/4″BSP-5/8″BSP	420	3M	3/4"	1/2"	3/4" (ø14x7)	1/2" BSP		401-472, 106-544	709-161			401-472, 106-544, 709-161
3	M	9	K	0	CA	0	0	0	00	2020	3M9K0CA00000	MF-M 3/4″BSP-5/8″BSP	420	3M	3/4"	1/2"	3/4" (ø14x7)	1/2" BSP		401-472, 106-544	709-161			401-472, 106-544, 709-161
3	S	9	I	0	CA	0	0	0	00	2021	3S9I0CA00000	MF-S 3/4″BSP-5/8″BSP	420	3S	3/4"	5/8"	"3/4"" (Ø14X7)
"	5/8"                 90° m/absperrh.		401-472, 707-473	707-597			401-472, 707-473, 707-597
4	A	5	3	3	CA	0	0	0	65	2021	4A533CA00065	MF-AB 1/2″BSP-1/2″BSP	420	4A	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-416	703-177	102-699	PI451214FS, 401-627	703-416, 703-177, 102-699, PI451214FS, 401-627
6	L	1	1	6	CB	0	0	0	09	2022	6L116CB00009	MF-LP 1/2″-16BSF-5/8″BSP	420	6L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
6	L	1	1	6	CB	0	0	0	09	2021	6L116CB00009	MF-LP 1/2″-16BSF-5/8″BSP	420	6L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
6	L	1	1	6	CB	0	0	0	09	2020	6L116CB00009	MF-LP 1/2″-16BSF-5/8″BSP	420	6L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
6	L	1	1	6	CB	0	0	0	09	2019	6L116CB00009	MF-LP 1/2″-16BSF-5/8″BSP	420	6L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
6	W	1	1	3	CA	0	0	0	00	2020	6W113CA00000	MF-W 1/2''BSP-5/8''BSP	420	6W	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
K	K	1	2	1	CA	1	5	0	02	2021	KK121CA1502	MF-KK 5/8″BSP Keykeg	418	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
4	S	0	3	3	CA	0	0	0	65	2022	4S033CA00065	MF-S 5/8″BSP-5/8″BSP	415	4S	5/8"	5/8"	5/8"	5/8" Massiv	Kontraventil	733-305, 707-490	707-239	102-699	112-395, 102-530, PI451215FS	733-305, 707-490, 707-239, 102-699, 112-395, 102-530, PI451215FS
7	4	6	-	0	13				13	2021	746-013	MF-MIV 3/8″ BSP-1/2″BSP	410	74	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3	A	6	5	0	CA	0	0	0	10	2020	3A650CA00010	MF-AB 3/4″BSP-5/8″BSP	400	3A	3/4"	5/8"	3/4"  (Ø14X7)	5/8"-90°		401-471, 703-407	703-198, 703-222		239-032	401-471, 703-407, 703-198, 703-222, 239-032
4	A	3	4	3	CA	0	0	0	67	2020	4A343CA00067	MF-AB 5/8″BSP-5/8″BSP	400	4A	5/8"	5/8"	5/8"	5/8" Standard	Kontraventil	703-418	703-173	102-699	PI451615FS, PI451615FS	703-418, 703-173, 102-699, PI451615FS, PI451615FS
4	A	5	3	2	CA	0	0	0	62	2021	4A532CA00062	MF-AB 1/2″BSP-1/2″BSP	400	4A	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-416	703-177	102-524, 102-527	401-764	703-416, 703-177, 102-524, 102-527, 401-764
4	A	5	3	3	CA	0	0	0	62	2021	4A533CA00062	MF-AB 1/2″BSP-1/2″BSP	400	4A	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-416	703-177	102-699	401-764	703-416, 703-177, 102-699, 401-764
4	A	5	3	3	CA	0	0	0	63	2021	4A533CA00063	MF-AB 1/2″BSP-1/2″BSP	400	4A	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-416	703-177	102-699	401-764, 239-032	703-416, 703-177, 102-699, 401-764, 239-032
4	A	5	3	3	CA	0	0	0	64	2022	4A533CA00064	MF-AB 1/2″BSP-1/2″BSP	400	4A	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-416	703-177	102-699	239-086, 401-939, 762-120	703-416, 703-177, 102-699, 239-086, 401-939, 762-120
4	G	C	A	2	CA	0	0	0	01	2021	4GCA2CA00001	MF-GB 5/8''BSP-5/8''BSP	400	4G	5/8"	5/8"	"5/8""
X"	5/8" - ø16	"Stop
Kugle"	703-473	703-197, 3-5-C-D	102-524, 102-527	100-461	703-473, 703-197, 3-5-C-D, 102-524, 102-527, 100-461
4	S	2	C	0	CA	0	0	0	15	2021	4S2C0CA00015	MF-S3/8″BSP-5/8″BSP	400	4S	3/8"	5/8"	3/8"	5/8" ø10 X		707-351	707-344		401-696	707-351, 707-344, 401-696
4	S	2	C	0	CA	0	0	0	67	2022	4S2C0CA00067	MF-3/8″BSP-5/8″BSP	400	4S	3/8"	5/8"	3/8"	5/8" ø10 X		707-351	707-344		103-419	707-351, 707-344, 103-419
4	S	2	C	0	CA	0	0	0	67	2019	4S2C0CA00067	MF-3/8″BSP-5/8″BSP	400	4S	3/8"	5/8"	3/8"	5/8" ø10 X		707-351	707-344		103-419	707-351, 707-344, 103-419
5	G	3	2	3	CC	0	0	0	01	2019	5G323CC00001	MF-GB 1/2''BSP-1/2'BSP	400	5G	1/2"	1/2"	"1/2""
Serie"	1/2" std.	"Stop
Kugle"	703-560	703-101	102-413, 102-527		703-560, 703-101, 102-413, 102-527
5	S	1	H	0	CC	0	0	0	28	2021	5S1H0CC00028	MF-S 3/4″BSP-5/8″BSP	400	5S	1/2"	5/8"	1/2"	5/8"      m.absperrhahn 		707-359	707-249		401-663, 401-626	707-359, 707-249, 401-663, 401-626
6	L	1	1	6	CB	0	0	0	10	2022	6L116CB00010	MF-LP 1/2″BSP-5/8″BSP	400	6L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
7	5	7	-	0	30				30	2022	757-030	MF-KF 1/2″BSP-5/8″BSP	400	75	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
7	A	2	4	0	CA	0	0	0	64	2021	7A240CA00064	MF-AB 1/2''BSP-5/8''BSP	400	7A	3/8"	5/8"	3/8"	5/8"ø8.5		401-557, 703-515	703-145		401-690, 239-039	401-557, 703-515, 703-145, 401-690, 239-039
8	U	B	3	4	CA	0	0	0	24	2019	8UB34CA00024	MF-UEC 1/2″BSP-1/2″BSP	400	8U	1/2"	1/2"	1/2" Ø8.1 Afdr.anlægsflade	1/2" Opdrejning 2.7	Torpedo Tamperring	709-432	709-161	703-121, 733-304	401-781, 405-001	709-432, 709-161, 703-121, 733-304, 401-781, 405-001
8	U	B	3	7	CA	0	0	0	00	2022	8UB37CA00000	MF-UEC 1/2″BSP-1/2″BSP	400	8U	1/2"	1/2"	1/2" Ø8.1 Afdr.anlægsflade	1/2" Opdrejning 2.7		709-432	709-161	112-897		709-432, 709-161, 112-897
D	8	4	5	C	C0	0	0	0	00	2022	D845CC00000	MF-D 1/2″BSP-1/2″BSP	400	D8	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
K	K	1	1	1	CA	1	5	0	03	2022	KK111CA1503	MF-KK 1/2''BSP Keykeg	400	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3	S	6	C	0	CA	0	0	0	01	2020	3S6C0CA00001	MF-S 3/4″BSP-5/8″BSP	395	3S	3/4"	5/8"	"3/4""  (ø14x7)
 Vingem."	5/8" Ø10 Beck/Licher m/absperrh.Ø14x7		401-471, 707-473	707-249		102-787	401-471, 707-473, 707-249, 102-787
3	S	9	E	0	CA	0	0	0	00	2020	3S9E0CA00000	MF-S 3/4″BSP-5/8″BSP	390	3S	3/4"	5/8"	"3/4"" (Ø14X7)
"	5/8" RG Kanont. MF-S		401-472, 707-473	707-275			401-472, 707-473, 707-275
5	M	1	1	0	CC	0	0	0	00	2019	5M110CC00000	MF-M 5/8″BSP-5/8″BSP	382	5M	5/8"	5/8"	5/8" Seriekobl.	5/8" Seriekobl.		703-455	731-115			703-455, 731-115
3	L	2	A	7	CA	0	0	0	01	2021	3L2A7CA00001	MF-LC3 1/2″X16BSF-1/2″X16BSF	380	3L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3	L	2	D	6	CA	0	0	0	03	2019	3L2D6CA00003	MF-LC 1/2″x16BSF-5/8″BSP	380	3L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
8	U	7	5	0	CA	0	0	0	21	2020	8U750CA00021	MF-U 1/2″BSP-5/8″BSP	378	8U	1/2"	M17	1/2" ø8.1	M17x1.5		709-417	709-164		239-086, 762-120, 401-627	709-417, 709-164, 239-086, 762-120, 401-627
7	4	6	-	0	13				13	2020	746-013	MF-MIV 3/8″ BSP-1/2″BSP	376	74	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
K	K	1	2	1	CA	1	5	0	02	2020	KK121CA1502	MF-KK 5/8″BSP Keykeg	376	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
4	M	4	3	0	CA	0	0	0	25	2020	4M430CA00025	MF-M 3/8″BSP-5/8″BSP	375	4M	3/8"	5/8"	3/8"	5/8" ø8.5		703-417	731-116		401-939, 239-086	703-417, 731-116, 401-939, 239-086
4	S	D	3	3	CA	0	0	0	74	2022	4SD33CA00074	MF-S 5/8″BSP-5/8″BSP	373	4S	5/8"	5/8"	5/8"RG	5/8" Massiv	Kontraventil	733-305	707-239	102-699	PI451214FS, PI451214FS	733-305, 707-239, 102-699, PI451214FS, PI451214FS
5	S	1	2	2	CC	0	0	0	20	2020	5S122CC00020	MF-S 1/2″BSP-1/2″BSP	372	5S	1/2"	1/2"	1/2"	1/2" AISI 316	Stop Kugle	707-359	707-149	102-524, 102-527	239-001	707-359, 707-149, 102-524, 102-527, 239-001
4	S	B	3	3	CA	0	0	0	13	2019	4SB33CA00013	MF-S 5/8″BSP-5/8″BSP	370	4S	5/8"	5/8"	5/8" for PRV	5/8" Massiv	Kontraventil	733-316	707-239	102-699	102-530	733-316, 707-239, 102-699, 102-530
4	A	5	3	2	CA	0	0	0	55	2021	4A532CA00055	MF-AB 1/2″BSP-1/2″BSP	368	4A	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-416	703-177	102-524, 102-527	PI451014FS, 401-788, PM220808S, 401-788, 102-530	703-416, 703-177, 102-524, 102-527, PI451014FS, 401-788, PM220808S, 401-788, 102-530
3	S	3	3	3	CA	0	0	0	00	2022	3S333CA00000	MF-S 1/2″BSP-5/8″BSP	360	3S	1/2"	5/8"	1/2"	5/8" Massiv	Kontraventil	401-319, 707-473	707-239	102-699		401-319, 707-473, 707-239, 102-699
4	D	4	3	2	CA	0	0	0	17	2021	4D432CA00017	MF-D 5/8″BSP-5/8″BSP	360	4D	5/8"	5/8"	"5/8"" PRV (BP102-521)
Messing"	5/8"	Stop Kugle Ring	707-490, 102-521	733-101	102-524, 102-527	112-395, PI451215FS	707-490, 102-521, 733-101, 102-524, 102-527, 112-395, PI451215FS
7	4	6	-	0	13				13	2019	746-013	MF-MIV 3/8″ BSP-1/2″BSP	360	74	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
5	A	3	3	6	CC	0	0	0	14	2019	5A336CC00014	MF-AB 1/2″BSP-1/2″BSP	355	5A	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-559	703-177	102-699	102-530	703-559, 703-177, 102-699, 102-530
3	S	1	A	3	CA	0	0	0	16	2022	3S1A3CA00016	MF-S 5/8″BSP-5/8″BSP	351	3S	5/8"	5/8"	5/8"	5/8" Massiv	Kontraventil	707-420, 707-473	707-239	102-699	PI451215FS, PI451015FS	707-420, 707-473, 707-239, 102-699, PI451215FS, PI451015FS
4	G	4	1	3	CA	0	0	0	39	2020	4G413CA00039	MF-GB 1/2″BSP-1/2″BSP	350	4G	1/2"	1/2"	"1/2""
Till Sverige"	1/2"	Kontraventil	703-301	703-101	102-699	405-001, 405-060	703-301, 703-101, 102-699, 405-001, 405-060
4	S	2	C	0	CA	0	0	0	15	2020	4S2C0CA00015	MF-S3/8″BSP-5/8″BSP	350	4S	3/8"	5/8"	3/8"	5/8" ø10 X		707-351	707-344		401-696	707-351, 707-344, 401-696
4	S	2	C	0	CA	0	0	0	15	2019	4S2C0CA00015	MF-S3/8″BSP-5/8″BSP	350	4S	3/8"	5/8"	3/8"	5/8" ø10 X		707-351	707-344		401-696	707-351, 707-344, 401-696
4	S	B	3	A	CA	0	0	0	13	2022	4SB3ACA00013	MF-S 5/8″BSP-5/8″BSP	350	4S	5/8"	5/8"	5/8" for PRV	5/8" Massiv	Kontraventil  STOP	733-316	707-239	102-699, 102-524	102-530	733-316, 707-239, 102-699, 102-524, 102-530
7	A	2	4	0	CA	0	0	0	64	2020	7A240CA00064	MF-AB 1/2''BSP-5/8''BSP	350	7A	3/8"	5/8"	3/8"	5/8"ø8.5		401-557, 703-515	703-145		401-690, 239-039	401-557, 703-515, 703-145, 401-690, 239-039
S	H	2	5	0	CA	0	0	0	60	2019	SH250CA00060	MF-SH 3/8″BSP-3/8″ flare	350	SH	3/8"	3/8"	3/8"	3/8" Flare Ø 8.5		707-551	707-562		106-714, 401-764, 401-974	707-551, 707-562, 106-714, 401-764, 401-974
7	A	4	L	0	CA	0	0	0	90	2021	7A4L0CA00090	MF-A 5/16″ JG-5/16″JG	349	7A	3/8"	M18	3/8" O-ring på stempel	M18X1  5/16" JG		703-573	706-154, 703-227		401-695, 239-009, 703-224	703-573, 706-154, 703-227, 401-695, 239-009, 703-224
5	S	1	2	2	CC	0	0	0	00	2022	5S122CC00000	MF-S 1/2″BSP-1/2″BSP	345	5S	1/2"	1/2"	1/2"	1/2" AISI 316	Stop Kugle	707-359	707-149	102-524, 102-527		707-359, 707-149, 102-524, 102-527
6	D	6	4	0	CA	0	0	0	05	2020	6D640CA00005	MF-D 5/8″BSP-5/8″BSP	341	6D	5/8"	5/8"	5/8"	5/8"			733-101		404-329, 102-011, 404-320, 404-320, 102-011, 404-329	733-101, 404-329, 102-011, 404-320, 404-320, 102-011, 404-329
S	H	3	4	0	CC	0	0	0	63	2021	SH340CC00063	MF-SH 3/8″BSP-5/8″BSP - with new locking pin	336	SH	3/8"	5/8"	3/8" Reserveret	"5/8""
Drelebar ø14x6"			707-555		239-086, 401-939, 762-120	707-555, 239-086, 401-939, 762-120
3	L	2	A	7	CA	0	0	0	01	2019	3L2A7CA00001	MF-LC3 1/2″X16BSF-1/2″X16BSF	330	3L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3	S	1	A	3	CA	0	0	0	16	2021	3S1A3CA00016	MF-S 5/8″BSP-5/8″BSP	330	3S	5/8"	5/8"	5/8"	5/8" Massiv	Kontraventil	707-420, 707-473	707-239	102-699	PI451215FS, PI451015FS	707-420, 707-473, 707-239, 102-699, PI451215FS, PI451015FS
3	M	9	6	7	CA	0	0	0	00	2020	3M967CA00000	MF-M 3/4″BSP-5/8″BSP	325	3M	3/4"	5/8"	3/4" (ø14x7)	5/8"-90°	Stop grøn Kugle grøn	401-472, 106-544	703-198, 731-107	102-615, 102-617		401-472, 106-544, 703-198, 731-107, 102-615, 102-617
4	S	0	3	3	CA	0	0	0	65	2021	4S033CA00065	MF-S 5/8″BSP-5/8″BSP	320	4S	5/8"	5/8"	5/8"	5/8" Massiv	Kontraventil	733-305, 707-490	707-239	102-699	112-395, 102-530, PI451215FS	733-305, 707-490, 707-239, 102-699, 112-395, 102-530, PI451215FS
8	U	B	3	7	CA	0	0	0	00	2019	8UB37CA00000	MF-UEC 1/2″BSP-1/2″BSP	320	8U	1/2"	1/2"	1/2" Ø8.1 Afdr.anlægsflade	1/2" Opdrejning 2.7		709-432	709-161	112-897		709-432, 709-161, 112-897
8	U	7	5	0	CA	0	0	0	18	2019	8U750CA00018	MF-U 1/2″BSP-5/″BSP	317	8U	1/2"	M17	1/2" ø8.1	M17x1.5		709-417	709-164		239-086, 102-530, PI451214fs	709-417, 709-164, 239-086, 102-530, PI451214fs
8	U	7	7	4	CA	0	0	0	00	2021	8U774CA00000	MF-U 1/2″BSP-1/2″BSP	317	8U	1/2"	1/2"	1/2" ø8.1	1/2" Opdrejning 1.2	Torpedo Tamperring	709-417	709-167	703-121, 733-304		709-417, 709-167, 703-121, 733-304
8	U	7	7	4	CA	0	0	0	00	2020	8U774CA00000	MF-U 1/2″BSP-1/2″BSP	311	8U	1/2"	1/2"	1/2" ø8.1	1/2" Opdrejning 1.2	Torpedo Tamperring	709-417	709-167	703-121, 733-304		709-417, 709-167, 703-121, 733-304
5	S	E	3	2	CC	0	0	0	27	2020	5SE32CC00027	MF-S 1/2″BSP-5/8″BSP 3 Lug	310	5S	1/2"	5/8"	1/2" BSP	5/8" Massiv	Stop Kugle	707-775	707-239	102-524, 102-527	401-506	707-775, 707-239, 102-524, 102-527, 401-506
4	A	5	3	2	CA	0	0	0	00	2020	4A532CA00000	MF-AB 1/2″BSP-1/2″BSP	303	4A	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-416	703-177	102-524, 102-527		703-416, 703-177, 102-524, 102-527
D	8	4	5	C	C0	0	0	0	00	2020	D845CC00000	MF-D 1/2″BSP-1/2″BSP	301	D8	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3	D	3	1	0	CA	0	0	0	00	2021	3D310CA00000	MF-D 3/4″BSP 5/8″BSP	300	3D	3/4"	5/8"	3/4" (BP  102-521)	5/8" ø10		401-471, 707-473, 102-521	733-314			401-471, 707-473, 102-521, 733-314
3	L	1	8	6	CA	0	0	0	11	2021	3L186CA00011	MF-LS 7/16-20UNF-7/16-20UNF	300	3L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3	L	G	D	6	CA	0	0	0	00	2020	3LGD6CA00000	MF-LC3 5/8″BSP-5/8″BSP	300	3L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3	S	1	A	3	CA	0	0	0	16	2020	3S1A3CA00016	MF-S 5/8″BSP-5/8″BSP	300	3S	5/8"	5/8"	5/8"	5/8" Massiv	Kontraventil	707-420, 707-473	707-239	102-699	PI451215FS, PI451015FS	707-420, 707-473, 707-239, 102-699, PI451215FS, PI451015FS
4	A	5	3	3	CA	0	0	0	63	2020	4A533CA00063	MF-AB 1/2″BSP-1/2″BSP	300	4A	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-416	703-177	102-699	401-764, 239-032	703-416, 703-177, 102-699, 401-764, 239-032
4	A	5	3	3	CA	0	0	0	65	2022	4A533CA00065	MF-AB 1/2″BSP-1/2″BSP	300	4A	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-416	703-177	102-699	PI451214FS, 401-627	703-416, 703-177, 102-699, PI451214FS, 401-627
4	G	4	1	3	CA	0	0	0	00	2021	4G413CA00000	MF-GB 1/2″BSP-1/2″BSP	300	4G	1/2"	1/2"	"1/2""
Till Sverige"	1/2"	Kontraventil	703-301	703-101	102-699		703-301, 703-101, 102-699
4	M	1	1	2	CA	0	0	0	34	2022	4M112CA00034	MF-M 1/2″BSP-1/2″BSP	300	4M	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-416	731-108	102-524, 102-527	405-006	703-416, 731-108, 102-524, 102-527, 405-006
4	S	2	C	0	CA	0	0	0	67	2021	4S2C0CA00067	MF-3/8″BSP-5/8″BSP	300	4S	3/8"	5/8"	3/8"	5/8" ø10 X		707-351	707-344		103-419	707-351, 707-344, 103-419
5	A	3	3	4	CC	0	0	0	00	2019	5A334CC00000	MF-AB 1/2''BSP-1/2''BSP	300	5A	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-559	703-177	102-524, 102-527		703-559, 703-177, 102-524, 102-527
5	A	3	3	4	CC	0	0	0	17	2019	5A334CC00017	MF-AB 1/2''BSP-1/2''BSP	300	5A	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-559	703-177	102-524, 102-527	401-781, 405-001	703-559, 703-177, 102-524, 102-527, 401-781, 405-001
5	G	3	2	3	CC	0	0	0	01	2020	5G323CC00001	MF-GB 1/2''BSP-1/2'BSP	300	5G	1/2"	1/2"	"1/2""
Serie"	1/2" std.	"Stop
Kugle"	703-560	703-101	102-413, 102-527		703-560, 703-101, 102-413, 102-527
5	S	0	3	3	CC	0	0	0	36	2019	5S033CC00036	MF-S 5/8″BSP-5/8″BSP	300	5S	5/8"	5/8"	5/8"  Seriekobl.	5/8" Massiv	Kontraventil	707-390	707-239	102-699	405-010, 405-020	707-390, 707-239, 102-699, 405-010, 405-020
5	S	0	M	0	CC	0	0	0	00	2020	5S0M0CC00000	MF-S 5/8″BSP-5/8″BSP	300	5S	5/8"	5/8"	5/8"  Seriekobl.	5/8" BSP  Stop kugle		707-390	707-275			707-390, 707-275
5	S	1	1	3	CC	0	0	0	38	2021	5S113CC00038	MF-S 1/2″BSP-1/2″BSP	300	5S	1/2"	1/2"	1/2"	1/2" Massiv	Kontraventil	707-359	707-119	102-699	102-530	707-359, 707-119, 102-699, 102-530
5	S	E	3	2	CC	0	0	0	00	2020	5SE32CC00000	MF-S 1/2″BSP-5/8″BSP 3 Lug	300	5S	1/2"	5/8"	1/2" BSP	5/8" Massiv	Stop Kugle	707-775	707-239	102-524, 102-527		707-775, 707-239, 102-524, 102-527
7	A	1	1	2	CA	0	0	0	93	2019	7A112CA00093	MF-AB 1/2″BSP-1/2″BSP Asahi	300	7A	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-485	703-260	102-524, 102-527		703-485, 703-260, 102-524, 102-527
8	U	B	3	4	CA	0	0	0	24	2020	8UB34CA00024	MF-UEC 1/2″BSP-1/2″BSP	300	8U	1/2"	1/2"	1/2" Ø8.1 Afdr.anlægsflade	1/2" Opdrejning 2.7	Torpedo Tamperring	709-432	709-161	703-121, 733-304	401-781, 405-001	709-432, 709-161, 703-121, 733-304, 401-781, 405-001
8	U	C	1	0	CA	0	0	0	17	2021	8UC10CA00017	MF-UEC 5/8BSP-5/8BSP	300	8U	5/8"	M17	5/8" Ø14,5 Afdr.anlægsflade	M17x1 Ø10		709-453	709-171		709-435, 239-003	709-453, 709-171, 709-435, 239-003
D	8	4	3	C	C0	0	0	0	00	2020	D843CC00000	MF-D 1/2″BSP-1/2″BSP	300	D8	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
D	8	4	5	C	C0	0	0	0	00	2021	D845CC00000	MF-D 1/2″BSP-1/2″BSP	300	D8	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
9	U	3	3	2	a0	0	0	2	25	2021	9u332a00025	MF-U 3/8″BSP-1/2″BSP	293	9u	3/8"	1/2"	3/8" udv. Ø21 indv	1/2" m/2 o-ringe	Kugle Stop	709-452	709-173	102-527, 102-524	401-940, 401-939	709-452, 709-173, 102-527, 102-524, 401-940, 401-939
3	A	9	4	0	CA	0	0	0	10	2019	3A940CA00010	MF-AB 3/4″BSP-5/8″BSP	290	3A	3/4"	5/8"	3/4" (Ø14X7)	5/8" ø10		401-472, 703-407	703-243		239-032	401-472, 703-407, 703-243, 239-032
8	U	7	7	4	CA	0	0	0	00	2019	8U774CA00000	MF-U 1/2″BSP-1/2″BSP	290	8U	1/2"	1/2"	1/2" ø8.1	1/2" Opdrejning 1.2	Torpedo Tamperring	709-417	709-167	703-121, 733-304		709-417, 709-167, 703-121, 733-304
4	S	2	7	0	CA	0	0	0	54	2022	4S270CA00054	MF-S 3/8″BSP-5/8″BSP	285	4S	3/8"	5/8"	3/8"	5/8" ø8,5 ø14x6		707-351	707-175		239-086, 401-939	707-351, 707-175, 239-086, 401-939
4	G	4	1	3	CA	0	0	0	37	2022	4G413CA00037	MF-GB 1/2″BSP-1/2″BSP	280	4G	1/2"	1/2"	"1/2""
Till Sverige"	1/2"	Kontraventil	703-301	703-101	102-699	102-530	703-301, 703-101, 102-699, 102-530
4	S	D	3	3	CA	0	0	0	00	2020	4SD33CA00000	MF-S 5/8″BSP-5/8″BSP	280	4S	5/8"	5/8"	5/8"RG	5/8" Massiv	Kontraventil	733-305	707-239	102-699		733-305, 707-239, 102-699
7	G	8	8	0	CC	0	0	0	40	2022	7G880CC00040	MF-GB 3/8″BSP-5/8″BSP	277	7G	1/4"	5/8"	1/4" BSP  O-ringe stempel	"5/8""
O-ringe stempel"		703-649	706-114		239-086, 401-939, 762-120	703-649, 706-114, 239-086, 401-939, 762-120
3	D	3	1	0	CA	0	0	0	00	2022	3D310CA00000	MF-D 3/4″BSP 5/8″BSP	272	3D	3/4"	5/8"	3/4" (BP  102-521)	5/8" ø10		401-471, 707-473, 102-521	733-314			401-471, 707-473, 102-521, 733-314
